Region,School,Student Number,Class Year,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Number Exams Taken
North Region,IDEA College Prep North 3,11228,2024,21,17,20,24,23,2
North Region,IDEA College Prep North 3,11229,2024,14,12,20,18,18,4
North Region,IDEA College Prep North 3,11230,2024,17,17,17,19,20,5
North Region,IDEA College Prep North 3,11231,2024,24,20,26,23,25,6
North Region,IDEA College Prep North 3,11232,2024,15,14,15,17,17,5
North Region,IDEA College Prep North 3,11233,2024,30,33,28,35,30,5
North Region,IDEA College Prep North 4,11234,2024,28,24,27,32,31,4
North Region,IDEA College Prep North 4,11235,2024,21,17,23,20,23,4
North Region,IDEA College Prep North 4,11236,2024,18,17,19,19,18,4
North Region,IDEA College Prep North 4,11237,2024,34,35,32,36,34,1
North Region,IDEA College Prep North 4,11238,2024,12,9,15,14,14,2
North Region,IDEA College Prep North 4,11239,2024,21,20,16,31,19,4
North Region,IDEA College Prep North 4,11240,2024,19,19,18,25,19,4
North Region,IDEA College Prep North 4,11241,2024,14,14,15,15,17,2
North Region,IDEA College Prep North 4,11242,2024,24,17,21,32,25,3
North Region,IDEA College Prep North 4,11243,2024,24,23,20,28,24,3
North Region,IDEA College Prep North 4,11244,2024,16,16,16,20,17,3
North Region,IDEA College Prep North 4,11245,2024,20,20,18,24,22,3
North Region,IDEA College Prep North 4,11246,2024,12,11,15,15,14,3
North Region,IDEA College Prep North 4,11247,2024,26,25,23,29,25,3
North Region,IDEA College Prep North 4,11248,2024,14,15,15,14,15,3
North Region,IDEA College Prep North 4,11249,2024,19,20,17,26,20,4
North Region,IDEA College Prep North 4,11250,2024,32,35,31,29,32,4
North Region,IDEA College Prep North 4,11251,2024,14,14,15,15,17,4
North Region,IDEA College Prep North 4,11252,2024,16,15,20,15,19,4
North Region,IDEA College Prep North 4,11253,2024,23,22,21,27,26,3
North Region,IDEA College Prep North 4,11254,2024,19,17,16,23,23,4
North Region,IDEA College Prep North 4,11255,2024,24,25,26,26,24,4
North Region,IDEA College Prep North 4,11256,2024,19,20,17,21,21,3
North Region,IDEA College Prep North 4,11257,2024,22,22,20,25,24,4
North Region,IDEA College Prep North 4,11258,2024,12,10,14,12,14,2
North Region,IDEA College Prep North 4,11259,2024,22,20,17,27,23,4
North Region,IDEA College Prep North 4,11260,2024,12,11,14,13,11,2
North Region,IDEA College Prep North 4,11261,2024,25,28,21,26,23,3
North Region,IDEA College Prep North 4,11262,2024,23,21,26,22,23,4
North Region,IDEA College Prep North 4,11263,2024,18,19,15,24,17,4
North Region,IDEA College Prep North 4,11264,2024,14,13,14,19,16,4
North Region,IDEA College Prep North 4,11265,2024,14,12,16,12,16,3
North Region,IDEA College Prep North 4,11266,2024,19,19,20,22,19,4
North Region,IDEA College Prep North 4,11267,2024,22,24,20,23,21,4
North Region,IDEA College Prep North 4,11268,2024,25,19,26,31,25,3
North Region,IDEA College Prep North 4,11269,2024,15,16,16,15,14,3
North Region,IDEA College Prep North 4,11270,2024,29,31,29,26,31,5
North Region,IDEA College Prep North 4,11271,2024,23,17,25,26,25,4
North Region,IDEA College Prep North 4,11272,2024,14,10,16,14,18,3
North Region,IDEA College Prep North 4,11273,2024,25,25,23,27,24,3
North Region,IDEA College Prep North 4,11274,2024,17,14,16,20,18,3
North Region,IDEA College Prep North 4,11275,2024,19,19,16,22,20,4
North Region,IDEA College Prep North 4,11276,2024,22,21,21,22,23,4
North Region,IDEA College Prep North 4,11277,2024,16,18,17,15,20,3
North Region,IDEA College Prep North 4,11278,2024,20,19,18,21,23,4
North Region,IDEA College Prep North 4,11279,2024,16,13,15,20,17,3
North Region,IDEA College Prep North 4,11280,2024,12,10,14,11,11,2
North Region,IDEA College Prep North 4,11281,2024,17,15,15,24,16,4
North Region,IDEA College Prep North 4,11282,2024,14,11,14,16,18,2
North Region,IDEA College Prep North 4,11283,2024,19,16,20,20,21,3
North Region,IDEA College Prep North 4,11284,2024,20,20,19,23,23,4
North Region,IDEA College Prep North 4,11285,2024,13,10,14,12,15,2
North Region,IDEA College Prep North 4,11286,2024,14,14,14,13,18,3
North Region,IDEA College Prep North 4,11287,2024,15,13,16,15,18,3
North Region,IDEA College Prep North 4,11288,2024,20,20,16,23,19,1
North Region,IDEA College Prep North 4,11289,2024,19,19,19,18,21,4
North Region,IDEA College Prep North 4,11290,2024,24,25,21,29,26,3
North Region,IDEA College Prep North 4,11291,2024,16,15,16,16,18,4
North Region,IDEA College Prep North 4,11292,2024,22,24,25,23,20,3
North Region,IDEA College Prep North 4,11293,2024,21,22,20,22,25,4
North Region,IDEA College Prep North 4,11294,2024,21,17,25,20,23,3
North Region,IDEA College Prep North 4,11295,2024,18,19,17,19,22,4
North Region,IDEA College Prep North 4,11296,2024,13,11,15,12,15,3
North Region,IDEA College Prep North 4,11297,2024,21,23,18,27,21,4
North Region,IDEA College Prep North 4,11298,2024,14,10,16,12,16,2
North Region,IDEA College Prep North 5,11299,2024,17,15,16,20,18,2
North Region,IDEA College Prep North 5,11300,2024,26,28,26,26,26,7
North Region,IDEA College Prep North 5,11301,2024,19,16,21,20,19,4
North Region,IDEA College Prep North 5,11302,2024,31,31,29,36,34,6
North Region,IDEA College Prep North 5,11303,2024,23,23,24,23,23,6
North Region,IDEA College Prep North 5,11304,2024,16,17,16,16,17,6
North Region,IDEA College Prep North 5,11305,2024,22,21,25,24,21,6
North Region,IDEA College Prep North 5,11306,2024,17,14,17,20,19,6
North Region,IDEA College Prep North 5,11307,2024,12,11,15,10,13,2
North Region,IDEA College Prep North 5,11308,2024,21,22,15,26,19,4
North Region,IDEA College Prep North 5,11309,2024,25,23,23,30,24,5
North Region,IDEA College Prep North 5,11310,2024,16,17,15,18,18,4
North Region,IDEA College Prep North 5,11311,2024,27,29,26,31,25,5
North Region,IDEA College Prep North 5,11312,2024,25,25,27,25,24,5
North Region,IDEA College Prep North 5,11313,2024,17,17,15,18,18,5
North Region,IDEA College Prep North 5,11314,2024,20,20,18,24,23,6
North Region,IDEA College Prep North 5,11315,2024,18,18,20,20,23,6
North Region,IDEA College Prep North 5,11316,2024,14,11,14,13,20,5
North Region,IDEA College Prep North 5,11317,2024,20,20,21,19,23,3
North Region,IDEA College Prep North 5,11318,2024,14,15,17,13,17,5
North Region,IDEA College Prep North 5,11319,2024,20,21,24,20,21,4
North Region,IDEA College Prep North 5,11320,2024,19,21,17,21,19,5
North Region,IDEA College Prep North 5,11321,2024,20,22,17,24,22,5
North Region,IDEA College Prep North 5,11322,2024,30,34,26,34,28,5
North Region,IDEA College Prep North 5,11323,2024,25,29,27,24,26,5
North Region,IDEA College Prep North 5,11324,2024,29,31,25,33,30,6
North Region,IDEA College Prep North 5,11325,2024,18,20,16,23,19,6
North Region,IDEA College Prep North 5,11326,2024,17,16,17,19,20,6
North Region,IDEA College Prep North 5,11327,2024,28,35,27,30,24,5
North Region,IDEA College Prep North 5,11328,2024,23,26,21,31,26,6
North Region,IDEA College Prep North 5,11329,2024,16,14,16,19,19,5
North Region,IDEA College Prep North 5,11330,2024,14,13,15,13,18,5
North Region,IDEA College Prep North 5,11331,2024,21,21,16,27,20,5
North Region,IDEA College Prep North 5,11332,2024,20,19,20,20,20,6
North Region,IDEA College Prep North 5,11333,2024,20,20,20,24,21,6
North Region,IDEA College Prep North 5,11334,2024,18,18,16,22,19,6
North Region,IDEA College Prep North 5,11335,2024,18,15,20,19,22,6
North Region,IDEA College Prep North 5,11336,2024,18,18,16,22,19,5
North Region,IDEA College Prep North 5,11337,2024,18,20,17,24,20,6
North Region,IDEA College Prep North 5,11338,2024,12,10,15,13,14,4
North Region,IDEA College Prep North 5,11339,2024,23,20,26,26,24,4
North Region,IDEA College Prep North 5,11340,2024,25,24,25,27,23,6
North Region,IDEA College Prep North 5,11341,2024,18,19,16,19,21,5
North Region,IDEA College Prep North 5,11342,2024,14,12,16,15,15,3
North Region,IDEA College Prep North 5,11343,2024,19,21,20,21,19,6
North Region,IDEA College Prep North 5,11344,2024,17,16,15,21,19,6
North Region,IDEA College Prep North 5,11345,2024,14,14,15,14,14,4
North Region,IDEA College Prep North 5,11346,2024,18,19,16,16,19,5
North Region,IDEA College Prep North 5,11347,2024,16,14,16,16,20,6
North Region,IDEA College Prep North 5,11348,2024,25,25,20,34,25,3
North Region,IDEA College Prep North 5,11349,2024,14,13,13,17,17,3
North Region,IDEA College Prep North 5,11350,2024,24,23,21,24,29,7
East Region,IDEA College Prep East 1,11351,2024,14,14,17,14,13,3
East Region,IDEA College Prep East 1,11352,2024,14,15,16,14,16,3
East Region,IDEA College Prep East 1,11353,2024,22,24,24,22,23,2
East Region,IDEA College Prep East 1,11354,2024,23,24,25,23,25,4
East Region,IDEA College Prep East 1,11355,2024,22,19,24,22,24,3
East Region,IDEA College Prep East 1,11356,2024,19,14,16,25,22,1
East Region,IDEA College Prep East 1,11357,2024,14,14,15,13,17,2
East Region,IDEA College Prep East 1,11358,2024,21,21,21,23,21,3
East Region,IDEA College Prep East 1,11359,2024,13,15,13,12,15,3
East Region,IDEA College Prep East 1,11360,2024,17,15,19,22,16,2
East Region,IDEA College Prep East 1,11361,2024,12,10,15,12,15,3
East Region,IDEA College Prep East 1,11362,2024,17,15,19,20,16,3
East Region,IDEA College Prep East 1,11363,2024,15,15,17,17,19,3
East Region,IDEA College Prep East 1,11364,2024,24,21,25,27,26,3
East Region,IDEA College Prep East 1,11365,2024,18,21,18,19,19,4
East Region,IDEA College Prep East 1,11366,2024,25,27,25,25,26,4
East Region,IDEA College Prep East 1,11367,2024,21,21,24,20,19,4
East Region,IDEA College Prep East 1,11368,2024,12,13,14,12,14,3
East Region,IDEA College Prep East 1,11369,2024,16,15,14,17,17,1
East Region,IDEA College Prep East 1,11370,2024,14,14,15,13,17,3
East Region,IDEA College Prep East 1,11371,2024,25,23,25,23,27,2
East Region,IDEA College Prep East 1,11372,2024,15,15,20,14,15,2
East Region,IDEA College Prep East 1,11373,2024,10,7,15,9,10,2
East Region,IDEA College Prep East 1,11374,2024,10,3,13,17,10,2
East Region,IDEA College Prep East 1,11375,2024,12,9,15,10,16,2
East Region,IDEA College Prep East 1,11376,2024,14,14,15,13,16,2
East Region,IDEA College Prep East 1,11377,2024,16,16,17,17,19,3
East Region,IDEA College Prep East 1,11378,2024,16,14,18,13,18,4
East Region,IDEA College Prep East 1,11379,2024,14,11,16,15,16,2
East Region,IDEA College Prep East 1,11380,2024,21,23,17,23,20,3
East Region,IDEA College Prep East 1,11381,2024,20,20,19,23,21,3
East Region,IDEA College Prep East 1,11382,2024,24,23,26,25,22,3
East Region,IDEA College Prep East 1,11383,2024,22,21,22,25,24,4
East Region,IDEA College Prep East 1,11384,2024,14,16,15,11,17,3
East Region,IDEA College Prep East 1,11385,2024,15,15,18,13,18,3
East Region,IDEA College Prep East 1,11386,2024,19,22,18,21,19,3
East Region,IDEA College Prep East 1,11387,2024,17,19,17,18,20,3
East Region,IDEA College Prep East 1,11388,2024,0,0,0,0,0,0
East Region,IDEA College Prep East 1,11389,2024,14,10,16,11,18,1
East Region,IDEA College Prep East 1,11390,2024,18,16,16,21,20,3
East Region,IDEA College Prep East 1,11391,2024,20,17,19,22,21,3
East Region,IDEA College Prep East 1,11392,2024,13,9,16,15,14,2
East Region,IDEA College Prep East 1,11393,2024,15,15,14,18,13,3
East Region,IDEA College Prep East 1,11394,2024,18,17,15,20,19,3
East Region,IDEA College Prep East 1,11395,2024,18,17,18,20,18,4
East Region,IDEA College Prep East 1,11396,2024,24,32,22,26,23,3
East Region,IDEA College Prep East 1,11397,2024,21,23,18,22,23,3
East Region,IDEA College Prep East 1,11398,2024,14,10,15,12,20,2
East Region,IDEA College Prep East 1,11399,2024,19,22,18,21,19,4
East Region,IDEA College Prep East 1,11400,2024,22,24,22,25,27,3
East Region,IDEA College Prep East 1,11401,2024,17,17,16,14,19,3
East Region,IDEA College Prep East 1,11402,2024,11,7,14,12,11,3
East Region,IDEA College Prep East 1,11403,2024,17,19,17,19,18,2
East Region,IDEA College Prep East 1,11404,2024,17,13,16,20,18,3
East Region,IDEA College Prep East 1,11405,2024,18,17,16,21,19,1
East Region,IDEA College Prep East 1,11406,2024,11,10,11,13,8,1
East Region,IDEA College Prep East 1,11407,2024,17,15,17,21,20,3
East Region,IDEA College Prep East 1,11408,2024,19,20,18,23,22,4
East Region,IDEA College Prep East 1,11409,2024,13,10,16,12,16,2
East Region,IDEA College Prep East 1,11410,2024,20,17,20,19,24,3
East Region,IDEA College Prep East 1,11411,2024,20,20,20,23,19,4
East Region,IDEA College Prep East 1,11412,2024,14,11,14,13,20,3
East Region,IDEA College Prep East 1,11413,2024,15,11,14,20,16,2
East Region,IDEA College Prep East 1,11414,2024,15,13,16,17,16,3
East Region,IDEA College Prep East 1,11415,2024,14,17,14,13,17,3
East Region,IDEA College Prep East 1,11416,2024,22,21,17,29,21,3
East Region,IDEA College Prep East 1,11417,2024,23,20,25,23,26,3
East Region,IDEA College Prep East 1,11418,2024,12,11,15,11,14,3
East Region,IDEA College Prep East 2,11419,2024,15,14,16,17,19,3
East Region,IDEA College Prep East 2,11420,2024,19,20,17,22,23,4
East Region,IDEA College Prep East 2,11421,2024,16,17,15,16,18,3
East Region,IDEA College Prep East 2,11422,2024,22,20,18,32,22,4
East Region,IDEA College Prep East 2,11423,2024,14,11,14,14,17,2
East Region,IDEA College Prep East 2,11424,2024,0,0,0,0,0,0
East Region,IDEA College Prep East 2,11425,2024,18,17,16,20,17,2
East Region,IDEA College Prep East 2,11426,2024,21,22,16,23,24,3
East Region,IDEA College Prep East 2,11427,2024,17,19,16,23,17,3
East Region,IDEA College Prep East 2,11428,2024,22,16,26,21,24,3
East Region,IDEA College Prep East 2,11429,2024,18,14,18,21,20,3
East Region,IDEA College Prep East 2,11430,2024,25,24,28,25,30,5
East Region,IDEA College Prep East 2,11431,2024,17,18,16,20,18,3
East Region,IDEA College Prep East 2,11432,2024,21,19,21,22,23,3
East Region,IDEA College Prep East 2,11433,2024,14,12,18,15,18,4
East Region,IDEA College Prep East 2,11434,2024,15,11,19,15,17,3
East Region,IDEA College Prep East 2,11435,2024,18,19,16,16,20,3
East Region,IDEA College Prep East 2,11436,2024,21,22,18,24,22,3
East Region,IDEA College Prep East 2,11437,2024,19,23,17,21,18,4
East Region,IDEA College Prep East 2,11438,2024,27,34,29,26,30,6
East Region,IDEA College Prep East 2,11439,2024,18,13,18,21,21,3
East Region,IDEA College Prep East 2,11440,2024,19,21,17,20,20,4
East Region,IDEA College Prep East 2,11441,2024,16,17,20,18,16,3
East Region,IDEA College Prep East 2,11442,2024,27,26,28,29,26,6
East Region,IDEA College Prep East 2,11443,2024,27,30,25,30,25,5
East Region,IDEA College Prep East 2,11444,2024,17,17,16,17,18,3
East Region,IDEA College Prep East 2,11445,2024,11,8,13,6,17,1
East Region,IDEA College Prep East 2,11446,2024,15,19,15,12,15,2
East Region,IDEA College Prep East 2,11447,2024,14,13,16,14,16,3
East Region,IDEA College Prep East 2,11448,2024,16,15,15,21,16,4
East Region,IDEA College Prep East 2,11449,2024,13,14,15,11,15,3
East Region,IDEA College Prep East 2,11450,2024,23,23,23,26,24,4
East Region,IDEA College Prep East 2,11451,2024,16,17,16,20,15,2
East Region,IDEA College Prep East 2,11452,2024,15,17,16,19,19,4
East Region,IDEA College Prep East 2,11453,2024,19,17,23,20,20,4
East Region,IDEA College Prep East 2,11454,2024,16,20,14,18,16,3
East Region,IDEA College Prep East 2,11455,2024,20,21,20,20,21,4
East Region,IDEA College Prep East 2,11456,2024,20,21,24,20,22,4
East Region,IDEA College Prep East 2,11457,2024,21,20,23,25,21,3
East Region,IDEA College Prep East 2,11458,2024,15,12,15,15,18,3
East Region,IDEA College Prep East 2,11459,2024,14,12,16,11,18,2
East Region,IDEA College Prep East 2,11460,2024,12,10,13,14,12,2
East Region,IDEA College Prep East 2,11461,2024,17,16,20,20,19,4
East Region,IDEA College Prep East 2,11462,2024,18,18,16,20,19,2
East Region,IDEA College Prep East 2,11463,2024,15,13,14,14,17,1
East Region,IDEA College Prep East 2,11464,2024,20,19,20,21,21,2
East Region,IDEA College Prep East 2,11465,2024,21,19,24,21,25,3
East Region,IDEA College Prep East 2,11466,2024,22,24,24,23,22,5
East Region,IDEA College Prep East 2,11467,2024,17,18,16,20,19,3
East Region,IDEA College Prep East 2,11468,2024,22,21,24,21,23,3
East Region,IDEA College Prep East 2,11469,2024,17,18,16,15,19,4
East Region,IDEA College Prep East 2,11470,2024,12,15,15,14,11,3
East Region,IDEA College Prep East 2,11471,2024,20,17,25,21,22,4
East Region,IDEA College Prep East 2,11472,2024,21,26,23,18,22,4
East Region,IDEA College Prep East 2,11473,2024,26,30,26,29,25,4
East Region,IDEA College Prep East 2,11474,2024,30,30,28,32,32,6
East Region,IDEA College Prep East 2,11475,2024,23,25,25,24,24,5
East Region,IDEA College Prep East 2,11476,2024,15,12,16,15,18,3
East Region,IDEA College Prep East 2,11477,2024,19,22,19,25,19,3
East Region,IDEA College Prep East 2,11478,2024,16,16,15,16,18,4
East Region,IDEA College Prep East 2,11479,2024,19,19,17,21,19,3
East Region,IDEA College Prep East 2,11480,2024,18,20,17,21,16,4
East Region,IDEA College Prep East 2,11481,2024,14,14,14,12,16,3
East Region,IDEA College Prep East 2,11482,2024,12,11,14,15,12,3
East Region,IDEA College Prep East 2,11483,2024,19,21,18,22,18,3
East Region,IDEA College Prep East 2,11484,2024,15,14,15,16,17,3
East Region,IDEA College Prep East 2,11485,2024,18,16,19,20,23,5
East Region,IDEA College Prep East 2,11486,2024,21,22,20,22,23,4
East Region,IDEA College Prep East 2,11487,2024,16,17,15,20,14,3
East Region,IDEA College Prep East 3,11488,2024,13,12,14,11,14,1
East Region,IDEA College Prep East 3,11489,2024,15,12,15,14,19,4
East Region,IDEA College Prep East 3,11490,2024,16,15,14,19,16,3
East Region,IDEA College Prep East 3,11491,2024,15,15,15,16,14,3
East Region,IDEA College Prep East 3,11492,2024,16,14,15,12,21,1
East Region,IDEA College Prep East 3,11493,2024,19,19,17,21,20,2
East Region,IDEA College Prep East 3,11494,2024,18,19,17,21,17,3
East Region,IDEA College Prep East 3,11495,2024,15,15,15,16,16,3
East Region,IDEA College Prep East 3,11496,2024,15,11,14,16,18,2
East Region,IDEA College Prep East 3,11497,2024,14,13,15,18,15,3
East Region,IDEA College Prep East 3,11498,2024,13,13,15,11,14,2
East Region,IDEA College Prep East 3,11499,2024,13,10,14,13,14,1
East Region,IDEA College Prep East 3,11500,2024,22,23,22,22,24,4
East Region,IDEA College Prep East 3,11501,2024,24,23,23,28,26,4
East Region,IDEA College Prep East 3,11502,2024,15,18,16,13,17,3
East Region,IDEA College Prep East 3,11503,2024,12,12,18,11,8,1
East Region,IDEA College Prep East 3,11504,2024,17,15,18,20,18,3
East Region,IDEA College Prep East 3,11505,2024,15,14,15,15,18,3
East Region,IDEA College Prep East 3,11506,2024,12,13,14,11,11,2
East Region,IDEA College Prep East 3,11507,2024,17,16,16,20,19,3
East Region,IDEA College Prep East 3,11508,2024,13,10,14,18,13,3
East Region,IDEA College Prep East 3,11509,2024,19,21,18,21,23,3
East Region,IDEA College Prep East 3,11510,2024,20,22,16,20,22,3
East Region,IDEA College Prep East 3,11511,2024,27,33,17,32,28,3
East Region,IDEA College Prep East 3,11512,2024,13,13,15,13,12,2
East Region,IDEA College Prep East 3,11513,2024,19,13,17,25,19,3
East Region,IDEA College Prep East 3,11514,2024,13,11,12,17,13,1
East Region,IDEA College Prep East 3,11515,2024,19,21,18,26,16,3
East Region,IDEA College Prep East 3,11516,2024,11,11,14,11,11,2
East Region,IDEA College Prep East 3,11517,2024,15,14,15,18,15,3
East Region,IDEA College Prep East 3,11518,2024,11,9,13,7,13,2
East Region,IDEA College Prep East 3,11519,2024,13,11,14,13,17,2
East Region,IDEA College Prep East 3,11520,2024,17,19,16,17,22,2
East Region,IDEA College Prep East 3,11521,2024,15,15,15,16,16,3
East Region,IDEA College Prep East 3,11522,2024,29,28,24,35,29,3
East Region,IDEA College Prep East 3,11523,2024,19,16,16,23,21,3
East Region,IDEA College Prep East 3,11524,2024,11,5,10,11,16,2
East Region,IDEA College Prep East 3,11525,2024,21,22,20,22,21,3
East Region,IDEA College Prep East 3,11526,2024,13,14,14,11,14,2
East Region,IDEA College Prep East 3,11527,2024,15,15,15,15,16,2
East Region,IDEA College Prep East 3,11528,2024,15,10,16,17,15,2
East Region,IDEA College Prep East 3,11529,2024,16,13,14,20,17,3
East Region,IDEA College Prep East 4,11530,2024,25,30,23,29,26,4
East Region,IDEA College Prep East 4,11531,2024,13,11,16,12,15,4
East Region,IDEA College Prep East 4,11532,2024,17,17,17,20,17,4
East Region,IDEA College Prep East 4,11533,2024,11,11,13,8,10,1
East Region,IDEA College Prep East 4,11534,2024,13,14,16,13,18,4
East Region,IDEA College Prep East 4,11535,2024,13,11,15,17,15,3
East Region,IDEA College Prep East 4,11536,2024,14,14,16,13,14,2
East Region,IDEA College Prep East 4,11537,2024,19,19,16,19,20,2
East Region,IDEA College Prep East 4,11538,2024,15,14,15,14,17,3
East Region,IDEA College Prep East 4,11539,2024,13,14,14,14,14,3
East Region,IDEA College Prep East 4,11540,2024,14,15,14,13,13,2
East Region,IDEA College Prep East 4,11541,2024,12,12,13,12,9,1
East Region,IDEA College Prep East 4,11542,2024,15,15,18,13,16,2
East Region,IDEA College Prep East 4,11543,2024,11,11,14,12,12,2
East Region,IDEA College Prep East 4,11544,2024,10,8,13,10,8,2
East Region,IDEA College Prep East 4,11545,2024,0,0,0,0,0,0
East Region,IDEA College Prep East 4,11546,2024,11,9,13,12,11,1
East Region,IDEA College Prep East 4,11547,2024,13,10,15,14,13,4
East Region,IDEA College Prep East 4,11548,2024,12,10,14,14,10,2
East Region,IDEA College Prep East 4,11549,2024,13,12,14,11,15,3
East Region,IDEA College Prep East 4,11550,2024,22,26,22,22,24,3
East Region,IDEA College Prep East 4,11551,2024,15,10,15,16,21,3
East Region,IDEA College Prep East 4,11552,2024,15,15,17,14,15,3
East Region,IDEA College Prep East 4,11553,2024,16,15,21,16,18,3
East Region,IDEA College Prep East 4,11554,2024,31,34,27,35,32,4
East Region,IDEA College Prep East 4,11555,2024,19,17,17,22,20,3
East Region,IDEA College Prep East 4,11556,2024,12,15,16,11,11,2
East Region,IDEA College Prep East 4,11557,2024,12,4,15,18,10,1
East Region,IDEA College Prep East 4,11558,2024,18,19,21,21,17,4
East Region,IDEA College Prep East 4,11559,2024,22,21,24,22,26,4
East Region,IDEA College Prep East 4,11560,2024,19,19,22,20,22,4
East Region,IDEA College Prep East 4,11561,2024,24,27,22,26,24,4
East Region,IDEA College Prep East 4,11562,2024,20,23,17,20,20,4
East Region,IDEA College Prep East 4,11563,2024,15,14,16,18,18,4
East Region,IDEA College Prep East 4,11564,2024,21,22,19,23,23,4
East Region,IDEA College Prep East 4,11565,2024,13,9,14,11,16,1
East Region,IDEA College Prep East 4,11566,2024,8,11,4,11,11,2
East Region,IDEA College Prep East 4,11567,2024,31,36,26,34,27,4
East Region,IDEA College Prep East 4,11568,2024,14,10,15,14,20,3
East Region,IDEA College Prep East 4,11569,2024,18,19,17,20,15,3
East Region,IDEA College Prep East 4,11570,2024,17,15,17,20,20,4
East Region,IDEA College Prep East 4,11571,2024,27,25,24,34,26,3
East Region,IDEA College Prep East 4,11572,2024,15,13,15,20,14,2
East Region,IDEA College Prep East 4,11573,2024,17,13,19,16,24,3
East Region,IDEA College Prep East 4,11574,2024,18,22,16,21,14,3
East Region,IDEA College Prep East 4,11575,2024,18,19,15,22,16,4
East Region,IDEA College Prep East 4,11576,2024,15,17,17,13,18,4
East Region,IDEA College Prep East 4,11577,2024,13,12,14,14,16,3
East Region,IDEA College Prep East 4,11578,2024,12,9,16,13,16,4
East Region,IDEA College Prep East 4,11579,2024,12,10,15,13,9,1
East Region,IDEA College Prep East 4,11580,2024,16,16,17,17,12,1
East Region,IDEA College Prep East 4,11581,2024,16,15,20,16,17,3
East Region,IDEA College Prep East 4,11582,2024,17,15,15,22,15,2
East Region,IDEA College Prep East 4,11583,2024,18,13,18,23,23,4
East Region,IDEA College Prep East 4,11584,2024,20,17,18,20,25,4
East Region,IDEA College Prep East 4,11585,2024,16,14,18,13,20,1
East Region,IDEA College Prep East 4,11586,2024,13,12,16,13,12,2
East Region,IDEA College Prep East 4,11587,2024,15,12,19,16,17,4
East Region,IDEA College Prep East 4,11588,2024,14,11,15,18,13,1
East Region,IDEA College Prep East 4,11589,2024,22,22,22,24,23,4
East Region,IDEA College Prep East 4,11590,2024,11,9,13,11,17,4
East Region,IDEA College Prep East 4,11591,2024,10,6,14,11,14,3
East Region,IDEA College Prep East 4,11592,2024,15,15,15,17,16,4
East Region,IDEA College Prep East 4,11593,2024,14,12,16,14,12,1
East Region,IDEA College Prep East 4,11594,2024,20,20,17,21,22,4
East Region,IDEA College Prep East 4,11595,2024,13,9,14,12,17,2
East Region,IDEA College Prep East 4,11596,2024,16,14,17,19,17,4
East Region,IDEA College Prep East 4,11597,2024,21,20,23,16,23,3
East Region,IDEA College Prep East 4,11598,2024,16,14,15,17,16,4
East Region,IDEA College Prep East 5,11599,2024,21,24,17,29,18,4
East Region,IDEA College Prep East 5,11600,2024,16,14,16,17,19,6
East Region,IDEA College Prep East 5,11601,2024,15,13,14,18,17,2
East Region,IDEA College Prep East 5,11602,2024,20,20,16,24,20,2
East Region,IDEA College Prep East 5,11603,2024,27,34,23,30,25,5
East Region,IDEA College Prep East 5,11604,2024,30,32,27,32,29,5
East Region,IDEA College Prep East 5,11605,2024,14,11,15,12,19,2
East Region,IDEA College Prep East 5,11606,2024,15,16,17,15,18,5
East Region,IDEA College Prep East 5,11607,2024,21,24,23,21,22,6
East Region,IDEA College Prep East 5,11608,2024,19,18,20,20,22,7
East Region,IDEA College Prep East 5,11609,2024,21,22,22,23,20,5
East Region,IDEA College Prep East 5,11610,2024,21,23,18,27,22,5
East Region,IDEA College Prep East 5,11611,2024,17,16,16,19,19,3
East Region,IDEA College Prep East 5,11612,2024,18,16,16,19,22,5
East Region,IDEA College Prep East 5,11613,2024,15,15,15,14,18,5
East Region,IDEA College Prep East 5,11614,2024,16,20,15,16,16,2
East Region,IDEA College Prep East 5,11615,2024,23,23,16,31,21,4
East Region,IDEA College Prep East 5,11616,2024,17,17,17,22,20,5
East Region,IDEA College Prep East 5,11617,2024,19,22,17,19,21,5
East Region,IDEA College Prep East 5,11618,2024,18,21,18,20,20,5
East Region,IDEA College Prep East 5,11619,2024,13,9,14,12,15,1
East Region,IDEA College Prep East 5,11620,2024,16,14,15,18,18,4
East Region,IDEA College Prep East 5,11621,2024,14,14,13,18,13,2
East Region,IDEA College Prep East 5,11622,2024,19,22,17,21,22,6
East Region,IDEA College Prep East 5,11623,2024,13,13,14,11,16,2
East Region,IDEA College Prep East 5,11624,2024,12,6,15,15,10,1
East Region,IDEA College Prep East 5,11625,2024,23,25,18,27,22,5
East Region,IDEA College Prep East 5,11626,2024,14,14,14,14,15,2
East Region,IDEA College Prep East 5,11627,2024,22,24,16,26,23,3
East Region,IDEA College Prep East 5,11628,2024,27,24,24,34,30,4
East Region,IDEA College Prep East 5,11629,2024,15,15,14,14,16,1
East Region,IDEA College Prep East 5,11630,2024,19,21,18,20,21,5
East Region,IDEA College Prep East 5,11631,2024,20,18,21,19,23,6
East Region,IDEA College Prep East 5,11632,2024,17,16,18,19,20,6
East Region,IDEA College Prep East 5,11633,2024,18,20,16,22,17,5
East Region,IDEA College Prep East 5,11634,2024,13,7,15,12,17,2
East Region,IDEA College Prep East 5,11635,2024,19,24,19,20,17,5
East Region,IDEA College Prep East 5,11636,2024,0,0,0,0,0,0
East Region,IDEA College Prep East 5,11637,2024,16,16,16,17,17,4
